시간 흐름에 따른 관심도 변화,,,,
,,,,
,flu,감기,독감,플루
2014-09-14,0,0,0,0
2014-09-21,0,0,0,0
2014-09-28,0,0,0,0
2014-10-05,0,0,0,0
2014-10-12,0,0,0,0
2014-10-19,0,0,0,0
2014-10-26,0,0,0,0
2014-11-02,0,0,0,0
2014-11-09,0,0,0,0
2014-11-16,0,0,0,0
2014-11-23,0,0,0,0
2014-11-30,0,0,0,0
2014-12-07,0,0,0,0
2014-12-14,0,0,0,0
2014-12-21,0,0,0,0
2014-12-28,0,0,0,0
2015-01-04,0,0,0,0
2015-01-11,0,0,0,0
2015-01-18,0,0,0,0
2015-01-25,0,0,0,0
2015-02-01,0,0,0,0
2015-02-08,0,0,0,0
2015-02-15,0,0,0,0
2015-02-22,0,0,0,0
2015-03-01,0,0,0,0
2015-03-08,0,0,0,0
2015-03-15,0,0,0,0
2015-03-22,0,0,0,0
2015-03-29,0,0,0,0
2015-04-05,0,0,0,0
2015-04-12,0,0,0,0
2015-04-19,0,0,0,0
2015-04-26,0,0,0,0
2015-05-03,0,0,0,0
2015-05-10,0,0,0,0
2015-05-17,0,0,0,0
2015-05-24,0,0,0,0
2015-05-31,0,0,0,0
2015-06-07,0,0,0,0
2015-06-14,0,0,0,0
2015-06-21,0,0,0,0
2015-06-28,0,0,0,0
2015-07-05,0,0,0,0
2015-07-12,0,0,0,0
2015-07-19,0,0,0,0
2015-07-26,0,0,0,0
2015-08-02,0,0,0,0
2015-08-09,0,0,0,0
2015-08-16,0,0,0,0
2015-08-23,0,0,0,0
2015-08-30,0,0,0,0
2015-09-06,0,0,0,0
2015-09-13,0,0,0,0
2015-09-20,0,0,0,0
2015-09-27,0,0,0,0
2015-10-04,0,0,0,0
2015-10-11,0,0,0,0
2015-10-18,0,0,0,0
2015-10-25,0,0,0,0
2015-11-01,0,0,0,0
2015-11-08,0,0,0,0
2015-11-15,0,0,0,0
2015-11-22,0,0,0,0
2015-11-29,0,0,0,0
2015-12-06,0,0,0,0
2015-12-13,0,0,0,0
2015-12-20,0,0,0,0
2015-12-27,0,0,0,0
2016-01-03,0,0,0,0
2016-01-10,0,0,0,0
2016-01-17,0,0,0,0
2016-01-24,0,0,0,0
2016-01-31,0,0,0,0
2016-02-07,0,0,0,0
2016-02-14,0,0,0,0
2016-02-21,0,0,0,0
2016-02-28,0,0,0,0
2016-03-06,0,0,0,0
2016-03-13,0,0,0,0
2016-03-20,0,0,0,0
2016-03-27,0,0,0,0
2016-04-03,0,0,0,0
2016-04-10,0,0,0,0
2016-04-17,0,0,0,0
2016-04-24,0,0,0,0
2016-05-01,0,0,0,0
2016-05-08,0,0,0,0
2016-05-15,0,0,0,0
2016-05-22,0,0,0,0
2016-05-29,0,0,0,0
2016-06-05,0,0,0,0
2016-06-12,0,0,0,0
2016-06-19,0,0,0,0
2016-06-26,0,0,0,0
2016-07-03,8,25,4,4
2016-07-10,2,23,2,2
2016-07-17,0,16,0,0
2016-07-24,0,19,2,0
2016-07-31,5,22,0,0
2016-08-07,3,12,4,0
2016-08-14,6,12,4,0
2016-08-21,3,18,5,0
2016-08-28,5,28,3,3
2016-09-04,3,25,5,5
2016-09-11,6,16,6,0
2016-09-18,9,27,9,2
2016-09-25,7,26,10,0
2016-10-02,3,34,18,3
2016-10-09,10,37,20,2
2016-10-16,6,27,22,5
2016-10-23,11,20,12,0
2016-10-30,5,24,14,0
2016-11-06,6,19,11,5
2016-11-13,4,28,7,2
2016-11-20,9,32,9,0
2016-11-27,7,22,15,2
2016-12-04,3,36,22,2
2016-12-11,20,44,47,2
2016-12-18,24,46,100,5
2016-12-25,19,58,92,9
2017-01-01,19,55,67,6
2017-01-08,5,40,25,2
2017-01-15,10,46,20,2
2017-01-22,3,29,13,5
2017-01-29,2,37,7,2
2017-02-05,5,37,7,2
2017-02-12,9,31,5,2
2017-02-19,2,31,6,2
2017-02-26,2,40,6,2
2017-03-05,7,39,2,2
2017-03-12,3,26,7,2
2017-03-19,7,39,3,2
2017-03-26,3,32,10,5
2017-04-02,6,35,13,0
2017-04-09,7,41,8,0
2017-04-16,3,41,7,4
2017-04-23,3,21,2,5
2017-04-30,5,32,5,2
2017-05-07,2,27,4,2
2017-05-14,5,28,5,2
2017-05-21,5,35,5,0
2017-05-28,7,19,2,4
2017-06-04,7,21,7,3
2017-06-11,5,27,9,2
2017-06-18,5,31,7,0
2017-06-25,5,19,4,2
2017-07-02,8,34,3,3
2017-07-09,3,25,0,3
2017-07-16,5,23,2,2
2017-07-23,4,22,2,2
2017-07-30,2,25,4,2
2017-08-06,7,20,5,4
2017-08-13,8,28,3,0
2017-08-20,2,20,5,3
2017-08-27,7,34,11,0
2017-09-03,7,34,12,2
2017-09-10,4,41,17,0
